Movie,trunc,Release Date,Distributor,Genre
Only the Animals,Only the Animals,"Oct 29, 2021",Cohen Media Group,Drama
The Velvet Queen,The Velvet Queen,"Dec 22, 2021",Oscilloscope Pict…,Documentary
Enemies of the State,Enemies of the State,"Jul 30, 2021",IFC Films,Documentary
The Feast,The Feast,"Nov 19, 2021",IFC Midnight,Horror
There Is No Evil,There Is No Evil,"May 14, 2021",Kino Lorber,Drama
White as Snow,White as Snow,"Aug 13, 2021",Dada Films,Comedy
Waiting for Rain (비와 당신의 이야…,Waiting for Rain (  ,"Apr 30, 2021",Sony Pictures,Drama
El Planeta,El Planeta,"Sep 24, 2021",Utopia,Comedy
Final Frequency,Final Frequency,"Jun 11, 2021",Integrity Releasing,Thriller/Suspense
The Boonies,The Boonies,"Mar 31, 2021",Indican Pictures,Horror
The Sleeping Negro,The Sleeping Negro,"Dec 3, 2021",ArtMattan Films,Drama
Ghost Master,Ghost Master,"May 14, 2021",Indican Pictures,Horror
Angelique’s Isle,Angelique’s Isle,"Feb 19, 2021",Indican Pictures,Thriller/Suspense
Dark State,Dark State,"Mar 19, 2021",Atlas Distribution,Thriller/Suspense
Here After,Here After,"Jul 23, 2021",Vertical Entertai…,Comedy
Tomato Red: Blood Money,Tomato Red: Blood Mo,"Jan 29, 2021",Indican Pictures,Thriller/Suspense
Rock Paper Scissors,Rock Paper Scissors,"Jul 16, 2021",Indican Pictures,Comedy
Two of Us,Two of Us,"Feb 5, 2021",Magnolia Pictures,Comedy
Blood Brothers,Blood Brothers,"Apr 2, 2021",Indican Pictures,Thriller/Suspense
A Son,A Son,"Dec 10, 2021",ArtMattan Films,Drama
Victim of Love,Victim of Love,"Jul 23, 2021",Indican Pictures,Horror
The Dark and The Wicked,The Dark and The Wic,"Nov 6, 2020",RLJ Entertainment,Horror
Things Don’t Stay Fixed,Things Don’t Stay Fi,"Mar 26, 2021",Indican Pictures,Drama
Evergreen,Evergreen,"Dec 23, 2020",Indican Pictures,Drama
Scales,Scales,"Jul 9, 2021",Variance Films,Drama
Bill Traylor: Chasing Ghosts,Bill Traylor: Chasin,"Apr 16, 2021",Kino Lorber,Documentary
Labyrinth of Cinema (海辺の映画館…,Labyrinth of Cinema ,"Oct 20, 2021",Crescendo House F…,Drama
Mayday,Mayday,"Oct 1, 2021",Magnolia Pictures,Drama
No Place,No Place,"Mar 5, 2021",Indican Pictures,Action
Marighella,Marighella,"Apr 30, 2020",ArtMattan Films,Action
Naked Singularity,Naked Singularity,"Aug 6, 2021",Screen Media Films,Drama
Project Space 13,Project Space 13,"Dec 3, 2021",Circle Collective,Comedy
The Village Detective: A So…,The Village Detectiv,"Sep 22, 2021",Kino Lorber,Documentary
Below the Fold,Below the Fold,"Nov 19, 2021",Mutiny Pictures,Thriller/Suspense
The Shade Shepherd,The Shade Shepherd,"Oct 16, 2020",Indican Pictures,Thriller/Suspense
A Glitch in the Matrix,A Glitch in the Matr,"Feb 5, 2021",Magnolia Pictures,Documentary
Escape From Auschwitz,Escape From Auschwit,"May 7, 2021",,Drama
Agnes,Agnes,"Dec 10, 2021",Magnet Releasing,Drama
Jockey,Jockey,"Dec 29, 2021",Sony Pictures Cla…,Drama
Crack House of the Dead,Crack House of the D,"Jun 18, 2021",Self Distributed,Horror
"Amigo Skate, Cuba","Amigo Skate, Cuba","Nov 20, 2020",Indican Pictures,Documentary
Bang Bang,Bang Bang,"Oct 23, 2020",Indican Pictures,Drama
Skyfire,Skyfire,"Feb 12, 2021",Screen Media Films,Action
Opération Portugal,Opération Portugal,"Jul 2, 2021",,Comedy
In the Life of Music,In the Life of Music,"Aug 14, 2020",Indican Pictures,Drama
Slalom,Slalom,"Apr 9, 2021",Kino Lorber,Drama
The Evil Next Door,The Evil Next Door,"Jun 25, 2021",Magnet Releasing,Horror
The Unthinkable,The Unthinkable,"May 7, 2021",Magnolia Pictures,Action
Elbow Grease,Elbow Grease,"Feb 19, 2021",Self Distributed,Comedy
Killer Raccoons 2: Dark Chr…,Killer Raccoons 2: D,"Jul 31, 2020",Indican Pictures,Comedy
The Forgotten Carols,The Forgotten Carols,"Nov 20, 2020",Purdie Distribution,Musical
The Bra,The Bra,"Oct 16, 2020",Indican Pictures,Comedy
Funhouse,Funhouse,"May 28, 2021",Magnet Releasing,Horror
Descarrilados,Descarrilados,"Dec 3, 2021",,Comedy
The East,The East,"Aug 13, 2021",Magnolia Pictures,Drama
First Signal,First Signal,"Jun 25, 2021",The Ashton Times,Drama
