link,Running Time,Genre,Production Method,Production Countries,Languages,Release Date,Production Budget,Production/Financing Companies
https://www.the-numbers.com/movie/Twentieth-Century-Boys-(2008-Japan)#tab=summary,142 minutes,Adventure,Live Action,Japan,Japanese,"August 30, 2008",,
https://www.the-numbers.com/movie/In-Bruges-(2008)#tab=summary,107 minutes,Black Comedy,Live Action,"United Kingdom,Belgium,United States","English,French,Flemish","February 08, 2008","$15,000,000","Focus Features,Film4,Blueprint Films,Scion Films"
https://www.the-numbers.com/movie/Last-Chance-Harvey#tab=summary,92 minutes,Drama,Live Action,United States,English,"December 25, 2008",,"Overture Films,Process Films"
https://www.the-numbers.com/movie/Ne-Le-Dis-a-Personne#tab=summary,125 minutes,Thriller/Suspense,Live Action,France,French,"July 04, 2008","$18,500,000",
https://www.the-numbers.com/movie/Nick-and-Norahs-Infinite-Playlist#tab=summary,86 minutes,Drama,Live Action,United States,English,"October 03, 2008","$10,000,000","Screen Gems,Columbia Pictures,Mandate Pictures,Depth of Field"
https://www.the-numbers.com/movie/Run-Fatboy-Run#tab=summary,100 minutes,Comedy,Live Action,United Kingdom,English,"March 22, 2008","$10,000,000","Picturehouse,Entertainment Films,Material Entertainment"
https://www.the-numbers.com/movie/Fireproof#tab=summary,122 minutes,Drama,Live Action,United States,English,"September 26, 2008","$500,000","Affirm Films,Samuel Goldwyn Films,Sherwood Pictures,Provident Films,Carmel Entertainment"
https://www.the-numbers.com/movie/88-Minutes#tab=summary,111 minutes,Thriller/Suspense,Live Action,United States,English,"April 18, 2008","$30,000,000","Millennium Films,Emmett/Furla Films,Equity Pictures Medienfonds GmbH & Co. KG III,Nu Image"
https://www.the-numbers.com/movie/Za-majikku-awa-(2008-Japan)#tab=summary,136 minutes,Comedy,Live Action,Japan,Japanese,"June 07, 2008",,
https://www.the-numbers.com/movie/Pride-and-Glory-(2008)#tab=summary,125 minutes,Drama,Live Action,United States,English,"October 24, 2008","$30,000,000","New Line Cinema,Solaris Entertainment,O’Connor Brothers"
https://www.the-numbers.com/movie/Che-Part-1-The-Argentine-(2008)#tab=summary,134 minutes,Drama,Live Action,"Spain,Germany,United States","Spanish,English","December 12, 2008","$58,000,000",
https://www.the-numbers.com/movie/LOL-(Laughing-Out-Loud)-(2008-France)#tab=summary,98 minutes,Romantic Comedy,Live Action,France,French,,,
https://www.the-numbers.com/movie/Igor#tab=summary,88 minutes,Adventure,Digital Animation,United States,English,"September 19, 2008","$22,000,000","Metro-Goldwyn-Mayer Pictures,Exodus Film Group"
https://www.the-numbers.com/movie/Be-Kind-Rewind#tab=summary,98 minutes,Comedy,Live Action,"United Kingdom,France,United States",English,"February 22, 2008","$20,000,000","New Line Cinema,Partizan Films"
https://www.the-numbers.com/movie/Chaser-The#tab=summary,,Action,Live Action,Republic of Korea,Korean,,,
https://www.the-numbers.com/movie/Ghost-Town#tab=summary,102 minutes,Romantic Comedy,Live Action,United States,English,"September 19, 2008","$20,000,000","DreamWorks Pictures,Spyglass Entertainment"
https://www.the-numbers.com/movie/Doraemon-Nobita-to-Midori-no-kyojinten#tab=summary,,Adventure,Digital Animation,Japan,Japanese,,,
https://www.the-numbers.com/movie/Singh-is-Kinng#tab=summary,138 minutes,Action,Live Action,"India,Australia",Hindi,"August 08, 2008",,
https://www.the-numbers.com/movie/Wa-Pei#tab=summary,,,,China,,,,
https://www.the-numbers.com/movie/Jodhaa-Akbar#tab=summary,213 minutes,Drama,Live Action,India,Hindi,"February 14, 2008",,
https://www.the-numbers.com/movie/W#tab=summary,129 minutes,Drama,Live Action,United States,English,"October 17, 2008","$25,100,000","Moritz Borman,Ixtlan Productions"
https://www.the-numbers.com/movie/Frost-Nixon#tab=summary,122 minutes,Drama,Live Action,"United States,United Kingdom,France",English,"December 05, 2008","$29,000,000",Working Title Films
https://www.the-numbers.com/movie/Appaloosa#tab=summary,114 minutes,Western,Live Action,United States,"English,Apache","September 19, 2008","$20,000,000","New Line Cinema,Axon Films,Groundswell Productions"
https://www.the-numbers.com/movie/Traitor#tab=summary,114 minutes,Thriller/Suspense,Live Action,United States,English,"August 27, 2008","$22,000,000","Overture Films,Mandeville Films,Hyde Park Entertainment,Crescendo Productions"
https://www.the-numbers.com/movie/RocknRolla#tab=summary,110 minutes,Action,Live Action,"United States,United Kingdom","English,Russian","October 08, 2008","$18,000,000","Warner Bros.,Dark Castle Entertainment,Toff Guy Films"
https://www.the-numbers.com/movie/Mongol#tab=summary,120 minutes,Drama,Live Action,"Russian Federation,Kazakhstan,Hong Kong,Germany","Mongolian,Mandarin","June 06, 2008","$18,000,000",
https://www.the-numbers.com/movie/Hors-de-Prix#tab=summary,104 minutes,Comedy,Live Action,France,French,"March 28, 2008",,
https://www.the-numbers.com/movie/Gonggongui-jeog-3#tab=summary,,Action,Live Action,Republic of Korea,Korean,"June 19, 2008",,
https://www.the-numbers.com/movie/U2-3D-(2008)#tab=summary,85 minutes,Concert/Performance,Live Action,United States,English,"January 23, 2008","$15,000,000",
https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008)#tab=summary,124 minutes,Drama,Live Action,Republic of Korea,Korean,"January 10, 2008",,
https://www.the-numbers.com/movie/Race-(2008)#tab=summary,156 minutes,Action,Live Action,India,Hindi,"March 21, 2008",,
https://www.the-numbers.com/movie/Mad-Money#tab=summary,104 minutes,Comedy,Live Action,United States,English,"January 18, 2008","$22,000,000","Overture Films,Millennium Films,Lightspeed Media Productions,Big City Pictures,Granada Productions,MMoney,Grand Army Entertainment"
https://www.the-numbers.com/movie/Recep-Ivedik#tab=summary,,Comedy,Live Action,Turkey,,,,
https://www.the-numbers.com/movie/OSS-117-Le-Caire-nid-d-espions-(France)-(2006)#tab=summary,99 minutes,Action,Live Action,France,"French,Arabic,German","May 09, 2008",,
https://www.the-numbers.com/movie/Il-y-a-longtemps-que-je-t-aime#tab=summary,117 minutes,Drama,Live Action,France,French,"September 12, 2008",,
https://www.the-numbers.com/movie/Misma-luna-La#tab=summary,100 minutes,Drama,Live Action,"United States,Mexico",Spanish,"March 19, 2008","$1,700,000",
https://www.the-numbers.com/movie/Ruins-The#tab=summary,90 minutes,Horror,Live Action,"United States,Australia",English,"April 04, 2008","$25,000,000","DreamWorks Pictures,Spyglass Entertainment,Red Hour Productions"
https://www.the-numbers.com/movie/Paris#tab=summary,130 minutes,Comedy,Live Action,France,French,"October 03, 2008",,
https://www.the-numbers.com/movie/Desu-Noto-3-L-Change-the-World#tab=summary,,Thriller/Suspense,Hand Animation,Japan,Japanese,,,
https://www.the-numbers.com/movie/Cassandras-Dream#tab=summary,,Drama,Live Action,"United States,France,United Kingdom",English,"January 18, 2008",,"Wild Bunch,Iberville Productions"
https://www.the-numbers.com/movie/Disco#tab=summary,103 minutes,Comedy,Live Action,France,French,,,
https://www.the-numbers.com/movie/My-Blueberry-Nights#tab=summary,,Drama,Live Action,"Hong Kong,France",,"April 04, 2008","$10,000,000",
https://www.the-numbers.com/movie/Meitantei-Conan-Senritsu-no-furu-sukoa#tab=summary,116 minutes,Adventure,Digital Animation,Japan,Japanese,"April 19, 2008",,
https://www.the-numbers.com/movie/Doomsday#tab=summary,109 minutes,Action,Live Action,"United Kingdom,United States,Germany,South Africa",English,"March 14, 2008","$33,000,000","Rogue Pictures,Intrepid Pictures,Crystal Sky Pictures,Scion Films"
https://www.the-numbers.com/movie/Over-Her-Dead-Body#tab=summary,95 minutes,Romantic Comedy,Live Action,United States,English,"February 01, 2008","$10,000,000",Gold Circle Films
https://www.the-numbers.com/movie/Desu-Noto#tab=summary,,Thriller/Suspense,,Japan,Japanese,,,
https://www.the-numbers.com/movie/Penelope#tab=summary,90 minutes,Romantic Comedy,Live Action,United States,English,"February 29, 2008",,"Summit Entertainment,Stone Village,Type A Films,Tatira,Grosvenor Park"
https://www.the-numbers.com/movie/Happy-Go-Lucky#tab=summary,118 minutes,Comedy,Live Action,United Kingdom,English,"October 10, 2008",,"Summit Entertainment,Ingenious Film Partners,Film4,UK Film Council,Thin Man Films,Film 4"
